2.7540,3.5407,1.0000
1.4545,2.5541,1.0000
4.4647,4.4815,1.0000
0.6279,1.0362,0.0000
0.2573,2.2040,0.0000
0.1494,2.2842,0.0000
3.2457,1.3924,1.0000
3.3813,2.9543,1.0000
0.1199,2.7943,0.0000
1.2963,2.0755,0.0000
1.4176,3.4657,1.0000
2.2023,0.7843,0.0000
2.7232,3.9016,1.0000
1.5318,1.1098,0.0000
1.9399,4.6819,1.0000
4.8800,3.3619,1.0000
4.5142,4.2288,1.0000
1.8900,0.4611,0.0000
3.2671,2.7892,1.0000
1.8078,1.1253,0.0000
2.0326,2.3447,1.0000
1.3462,1.4590,0.0000
2.2884,4.3027,1.0000
2.9313,1.4174,1.0000
1.3899,2.2731,1.0000
1.0271,1.0069,0.0000
2.5702,0.4361,0.0000
2.4179,1.8109,1.0000
3.5384,3.7337,1.0000
3.4555,3.4459,1.0000
1.8680,3.3407,1.0000
1.6992,2.8640,1.0000
1.6290,2.2257,1.0000
0.3076,1.2134,0.0000
4.8580,1.1529,1.0000
3.4574,3.2524,1.0000
3.6197,2.3754,1.0000
2.9833,0.3348,1.0000
0.3628,0.9949,0.0000
0.7593,0.5005,0.0000
0.6465,2.7664,1.0000
0.9391,4.7605,1.0000
3.4081,2.7051,1.0000
3.5359,1.3194,1.0000
4.6336,4.1960,1.0000
3.6316,2.4012,1.0000
4.2105,3.7238,1.0000
3.3016,4.5699,1.0000
3.1683,1.8297,1.0000
2.7642,0.9819,1.0000
0.9604,3.6283,1.0000
3.9247,4.8605,1.0000
4.2549,2.7180,1.0000
0.4490,2.4444,0.0000
4.6397,3.9381,1.0000
2.4255,2.2764,1.0000
1.0899,0.8861,0.0000
0.3681,4.4620,1.0000
3.2009,0.7167,1.0000
2.0706,0.2455,0.0000
1.0469,3.6535,1.0000
3.2556,2.3949,1.0000
1.3739,3.2611,1.0000
4.7822,2.1776,1.0000
0.3507,0.2887,0.0000
0.4144,4.7985,1.0000
2.7038,4.1873,1.0000
0.8502,1.3017,0.0000
3.4599,4.4779,1.0000
1.7034,0.3234,0.0000
4.3206,1.4544,1.0000
3.7054,0.7902,1.0000
3.4748,4.2071,1.0000
3.6358,1.7955,1.0000
3.6334,0.6973,1.0000
1.5691,2.0979,1.0000
4.3861,0.7687,1.0000
4.4006,3.9948,1.0000
4.8581,1.8385,1.0000
1.0247,1.2029,0.0000
4.1393,4.8261,1.0000
3.4940,2.4125,1.0000
1.4352,4.1684,1.0000
4.3609,0.4607,1.0000
1.0797,4.1588,1.0000
4.2415,1.5733,1.0000
1.3965,2.1541,0.0000
2.6972,0.4778,0.0000
4.1846,2.6737,1.0000
3.8748,1.1542,1.0000
4.8265,3.7551,1.0000
1.7155,4.7426,1.0000
3.5026,4.2028,1.0000
0.2275,0.2782,0.0000
3.7137,1.5234,1.0000
2.5839,0.7813,0.0000
4.8898,2.5138,1.0000
4.1450,0.3702,1.0000
2.3946,0.3114,0.0000
4.4212,2.2291,1.0000
0.3427,0.3825,0.0000
2.6940,0.3778,0.0000
0.9189,2.1818,0.0000
2.4889,2.9166,1.0000
3.1026,1.8641,1.0000
3.0937,0.7862,1.0000
1.3775,3.9936,1.0000
0.7654,1.1166,0.0000
1.2149,2.3975,1.0000
0.0037,0.1516,0.0000
2.3077,0.8126,0.0000
3.3975,3.9760,1.0000
2.8908,3.4738,1.0000
1.9548,0.2315,0.0000
2.1971,1.8599,1.0000
2.9850,0.6711,1.0000
1.1386,4.0739,1.0000
1.3216,2.0516,0.0000
4.6799,1.3778,1.0000
0.7264,3.5101,1.0000
2.8353,3.0580,1.0000
0.2102,2.0863,0.0000
0.0213,1.2327,0.0000
3.5303,0.3077,1.0000
1.4735,4.9406,1.0000
4.8561,2.4092,1.0000
3.6785,3.1633,1.0000
2.3285,4.2853,1.0000
0.8626,4.1422,1.0000
0.2103,4.3348,1.0000
3.3800,2.2296,1.0000
3.3579,2.3018,1.0000
3.9000,0.5672,1.0000
2.5408,4.3574,1.0000
4.6376,1.1017,1.0000
1.2597,4.5201,1.0000
1.7276,0.2844,0.0000
3.5744,2.0721,1.0000
3.6766,2.3855,1.0000
2.5028,2.0878,1.0000
1.4524,4.5036,1.0000
3.3439,3.9442,1.0000
4.4787,1.2509,1.0000
4.5991,4.3130,1.0000
2.5304,2.8395,1.0000
0.5747,3.8106,1.0000
0.8661,2.6692,1.0000
0.6322,0.3646,0.0000
3.0451,2.4560,1.0000
3.3740,3.9543,1.0000
4.9134,0.4204,1.0000
3.1561,2.8849,1.0000
3.2532,2.7159,1.0000
2.7868,4.3428,1.0000
2.2601,2.6749,1.0000
3.4548,0.4475,1.0000
2.1596,0.5107,0.0000
0.6890,0.0106,0.0000
1.0485,1.0832,0.0000
2.5812,2.8510,1.0000
4.1198,2.4336,1.0000
4.4573,1.9753,1.0000
3.7231,2.7638,1.0000
3.1191,1.3520,1.0000
4.6880,3.8483,1.0000
0.7280,2.6872,1.0000
4.9789,0.2453,1.0000
1.5141,3.7041,1.0000
0.1968,3.7334,1.0000
2.8671,3.6585,1.0000
2.7542,4.6970,1.0000
1.7320,2.8723,1.0000
0.2539,2.7672,0.0000
2.0970,4.9158,1.0000
4.7280,0.6914,1.0000
0.2081,0.6034,0.0000
0.9637,3.6308,1.0000
2.7199,2.6746,1.0000
2.3227,0.0335,0.0000
1.9624,4.9947,1.0000
4.1015,2.8643,1.0000
0.9823,4.6023,1.0000
2.1207,3.0966,1.0000
1.0155,1.6403,0.0000
1.7248,1.9738,1.0000
0.1112,3.3017,1.0000
0.8500,3.0165,1.0000
3.0979,3.4895,1.0000
1.4597,1.4602,0.0000
3.7776,1.9411,1.0000
0.7623,4.5263,1.0000
0.0654,4.4324,1.0000
1.4613,1.9091,0.0000
4.8920,2.1834,1.0000
3.5794,2.0619,1.0000
4.5677,3.5975,1.0000
2.4035,0.4211,0.0000
1.8182,2.4530,1.0000
1.4193,2.6732,1.0000
1.0483,2.4716,1.0000
2.6400,3.3668,1.0000
3.7268,3.6499,1.0000
2.1206,2.2798,1.0000
4.3675,1.8139,1.0000
3.6902,4.9703,1.0000
4.6240,2.7462,1.0000
1.5256,3.1116,1.0000
3.4215,2.6348,1.0000
1.7074,2.2771,1.0000
0.4090,1.4564,0.0000
0.7245,3.3324,1.0000
4.7962,0.7862,1.0000
0.1415,3.7068,1.0000
1.7708,2.5298,1.0000
0.3052,0.8888,0.0000
3.4775,3.0261,1.0000
4.2671,4.8146,1.0000
1.7981,3.1012,1.0000
2.2384,2.5280,1.0000
1.9575,4.8870,1.0000
3.1182,0.7094,1.0000
3.4886,4.8288,1.0000
4.4742,2.7900,1.0000
