"사용일자","호선명","역명","승차총승객수","하차총승객수","등록일자"
"20200611","중앙선","지평","71","49","20200614"
"20200611","중앙선","용문","1796","1841","20200614"
"20200611","중앙선","원덕","307","298","20200614"
"20200611","중앙선","양평","2475","2462","20200614"
"20200611","중앙선","오빈","293","281","20200614"
"20200611","중앙선","아신","495","516","20200614"
"20200611","중앙선","국수","740","723","20200614"
"20200611","중앙선","신원","223","220","20200614"
"20200611","중앙선","양수","1817","1820","20200614"
"20200611","중앙선","운길산","914","919","20200614"
"20200611","중앙선","팔당","790","783","20200614"
"20200611","중앙선","도심","2548","2003","20200614"
"20200611","중앙선","덕소","5585","5718","20200614"
"20200611","중앙선","양정","847","742","20200614"
"20200611","중앙선","도농","9842","8708","20200614"
"20200611","중앙선","구리","13052","13069","20200614"
"20200611","중앙선","양원","1751","1843","20200614"
"20200611","중앙선","망우","7321","7104","20200614"
"20200611","중앙선","상봉(시외버스터미널)","5737","5700","20200614"
"20200611","중앙선","중랑","5375","5052","20200614"
"20200611","중앙선","회기","22505","21442","20200614"
"20200611","장항선","신창(순천향대)","1583","1348","20200614"
"20200611","장항선","온양온천","3019","3069","20200614"
"20200611","장항선","배방","886","822","20200614"
"20200611","장항선","아산","2312","2085","20200614"
"20200611","장항선","쌍용(나사렛대)","1948","1734","20200614"
"20200611","장항선","봉명","1162","1129","20200614"
"20200611","일산선","대화","13005","10012","20200614"
"20200611","일산선","주엽","8606","8700","20200614"
"20200611","일산선","정발산","6761","7112","20200614"
"20200611","일산선","마두","7531","7808","20200614"
"20200611","일산선","백석","10017","10092","20200614"
"20200611","일산선","대곡","1895","1453","20200614"
"20200611","일산선","화정","16752","17374","20200614"
"20200611","일산선","원당","10919","10381","20200614"
"20200611","일산선","삼송","17317","16725","20200614"
"20200611","일산선","원흥","9012","8444","20200614"
"20200611","우이신설선","신설동","2201","2185","20200614"
"20200611","우이신설선","보문","1437","1468","20200614"
"20200611","우이신설선","성신여대입구(돈암)","2921","3356","20200614"
"20200611","우이신설선","정릉","4119","3800","20200614"
"20200611","우이신설선","북한산보국문","5502","5233","20200614"
"20200611","우이신설선","솔샘","5515","5041","20200614"
"20200611","우이신설선","삼양사거리","2295","2326","20200614"
"20200611","우이신설선","삼양","1891","2023","20200614"
"20200611","우이신설선","화계","3086","2831","20200614"
"20200611","우이신설선","가오리","3866","3817","20200614"
"20200611","우이신설선","4.19민주묘지","2580","2508","20200614"
"20200611","우이신설선","솔밭공원","2201","2169","20200614"
"20200611","우이신설선","북한산우이","2433","2265","20200614"
"20200611","안산선","수리산","4228","3323","20200614"
"20200611","안산선","오이도","8490","8089","20200614"
"20200611","안산선","정왕","7239","7638","20200614"
"20200611","안산선","신길온천","1499","1320","20200614"
"20200611","안산선","안산","10849","9784","20200614"
"20200611","안산선","초지","4093","4132","20200614"
"20200611","안산선","고잔","7633","7471","20200614"
"20200611","안산선","중앙","14811","15455","20200614"
"20200611","안산선","한대앞","7128","7091","20200614"
"20200611","안산선","상록수","17036","16563","20200614"
"20200611","안산선","반월","4223","4051","20200614"
"20200611","안산선","대야미","4831","4253","20200614"
"20200611","안산선","산본","15662","16604","20200614"
"20200611","수인선","인천","822","1330","20200614"
"20200611","수인선","신포","1598","1624","20200614"
"20200611","수인선","숭의","3389","3168","20200614"
"20200611","수인선","인하대","4625","4379","20200614"
"20200611","수인선","송도","2362","2051","20200614"
"20200611","수인선","연수","3955","4085","20200614"
"20200611","수인선","원인재","3787","3886","20200614"
"20200611","수인선","남동인더스파크","2167","2352","20200614"
"20200611","수인선","호구포","3259","3348","20200614"
"20200611","수인선","인천논현","4925","5211","20200614"
"20200611","수인선","소래포구","4641","4380","20200614"
"20200611","수인선","월곶","2095","1951","20200614"
"20200611","수인선","달월","79","51","20200614"
"20200611","분당선","매교","2357","2313","20200614"
"20200611","분당선","수원시청","10039","11037","20200614"
"20200611","분당선","매탄권선","4127","3999","20200614"
"20200611","분당선","망포","12559","11933","20200614"
"20200611","분당선","영통","7417","7806","20200614"
"20200611","분당선","청명","3969","3798","20200614"
"20200611","분당선","상갈","5186","4842","20200614"
"20200611","분당선","기흥","9196","8628","20200614"
"20200611","분당선","신갈","4359","4193","20200614"
"20200611","분당선","구성","4704","4817","20200614"
"20200611","분당선","죽전","12818","13850","20200614"
"20200611","분당선","보정","2435","2000","20200614"
"20200611","분당선","이매","5394","4908","20200614"
"20200611","분당선","오리","11243","9656","20200614"
"20200611","분당선","미금","15090","16055","20200614"
"20200611","분당선","정자","16093","17247","20200614"
"20200611","분당선","수내","12233","12296","20200614"
"20200611","분당선","서현","23389","24028","20200614"
"20200611","분당선","야탑","24366","25456","20200614"
"20200611","분당선","모란","18549","18668","20200614"
"20200611","분당선","태평","12774","12385","20200614"
"20200611","분당선","가천대","6211","7046","20200614"
"20200611","분당선","선정릉","7884","8484","20200614"
"20200611","분당선","강남구청","9224","10798","20200614"
"20200611","분당선","압구정로데오","16216","18332","20200614"
"20200611","분당선","서울숲","8948","9153","20200614"
"20200611","분당선","수원","7290","5048","20200614"
"20200611","분당선","수서","13236","13491","20200614"
"20200611","분당선","대모산입구","3282","3057","20200614"
"20200611","분당선","개포동","3200","3396","20200614"
"20200611","분당선","구룡","1715","1667","20200614"
"20200611","분당선","도곡","6214","6326","20200614"
"20200611","분당선","한티","12452","13344","20200614"
"20200611","분당선","선릉","13166","20758","20200614"
"20200611","과천선","범계","24432","23679","20200614"
"20200611","과천선","평촌","17452","17474","20200614"
"20200611","과천선","인덕원","23275","23508","20200614"
"20200611","과천선","정부과천청사","8841","8903","20200614"
"20200611","과천선","과천","4818","4306","20200614"
"20200611","과천선","대공원","1990","2178","20200614"
"20200611","과천선","경마공원","1218","1212","20200614"
"20200611","과천선","선바위","8709","7487","20200614"
"20200611","공항철도 1호선","영종","2513","2651","20200614"
"20200611","공항철도 1호선","인천공항2터미널","1691","1620","20200614"
"20200611","공항철도 1호선","인천공항1터미널","3192","3188","20200614"
"20200611","공항철도 1호선","공항화물청사","2355","2655","20200614"
"20200611","공항철도 1호선","운서","5450","5480","20200614"
"20200611","공항철도 1호선","청라국제도시","6068","5718","20200614"
"20200611","공항철도 1호선","검암","7153","6813","20200614"
"20200611","공항철도 1호선","계양","8909","8109","20200614"
"20200611","공항철도 1호선","김포공항","8357","5234","20200614"
"20200611","공항철도 1호선","마곡나루(서울식물원)","7772","7114","20200614"
"20200611","공항철도 1호선","디지털미디어시티","12867","11770","20200614"
"20200611","공항철도 1호선","홍대입구","7460","7661","20200614"
"20200611","공항철도 1호선","공덕","2070","2622","20200614"
"20200611","공항철도 1호선","서울역","6254","5558","20200614"
"20200611","경춘선","춘천","1047","912","20200614"
"20200611","경춘선","남춘천","1798","1970","20200614"
"20200611","경춘선","김유정","268","282","20200614"
"20200611","경춘선","강촌","407","374","20200614"
"20200611","경춘선","백양리","83","82","20200614"
"20200611","경춘선","굴봉산","180","195","20200614"
"20200611","경춘선","가평","1497","1516","20200614"
"20200611","경춘선","상천","273","278","20200614"
"20200611","경춘선","청평","1449","1515","20200614"
"20200611","경춘선","대성리","494","426","20200614"
"20200611","경춘선","마석","3409","3385","20200614"
"20200611","경춘선","천마산","1433","1326","20200614"
"20200611","경춘선","평내호평","5604","5465","20200614"
"20200611","경춘선","금곡","1321","1297","20200614"
"20200611","경춘선","사릉","3394","3187","20200614"
"20200611","경춘선","퇴계원","3408","3176","20200614"
"20200611","경춘선","별내","2523","2442","20200614"
"20200611","경춘선","갈매","2881","2474","20200614"
"20200611","경춘선","신내","1355","1431","20200614"
"20200611","경인선","도화","3580","3234","20200614"
"20200611","경인선","중동","8884","8276","20200614"
"20200611","경인선","온수(성공회대입구)","6444","6387","20200614"
"20200611","경인선","도원","3234","3320","20200614"
"20200611","경인선","간석","5615","5267","20200614"
"20200611","경인선","부개","8111","7671","20200614"
"20200611","경인선","소사","9084","8578","20200614"
"20200611","경인선","구일","6225","6321","20200614"
"20200611","경인선","인천","2714","1969","20200614"
"20200611","경인선","동인천","13513","13004","20200614"
"20200611","경인선","제물포","10019","9363","20200614"
"20200611","경인선","주안","18256","16813","20200614"
"20200611","경인선","동암","14815","14803","20200614"
"20200611","경인선","백운","7015","6893","20200614"
"20200611","경인선","부평","27415","29625","20200614"
"20200611","경인선","송내","27049","26996","20200614"
"20200611","경인선","부천","30585","30822","20200614"
"20200611","경인선","역곡","26417","25998","20200614"
"20200611","경인선","오류동","11433","10654","20200614"
"20200611","경인선","개봉","20725","20968","20200614"
"20200611","경의선","임진강","17","13","20200614"
"20200611","경의선","문산","5006","5018","20200614"
"20200611","경의선","파주","1648","1265","20200614"
"20200611","경의선","월롱","2780","2556","20200614"
"20200611","경의선","금촌","6457","6449","20200614"
"20200611","경의선","금릉","4363","4341","20200614"
"20200611","경의선","운정","5824","5406","20200614"
"20200611","경의선","야당","5690","5548","20200614"
"20200611","경의선","탄현","7394","7090","20200614"
"20200611","경의선","일산","8863","8709","20200614"
"20200611","경의선","풍산","5296","4828","20200614"
"20200611","경의선","백마","6742","6346","20200614"
"20200611","경의선","곡산","567","581","20200614"
"20200611","경의선","능곡","3557","3194","20200614"
"20200611","경의선","행신","7591","7417","20200614"
"20200611","경의선","강매","2954","2528","20200614"
"20200611","경의선","화전","1715","1523","20200614"
"20200611","경의선","수색","2236","2399","20200614"
"20200611","경의선","디지털미디어시티","2190","2169","20200614"
"20200611","경의선","가좌","5175","4684","20200614"
"20200611","경의선","홍대입구","1524","1673","20200614"
"20200611","경의선","서강대","1953","1869","20200614"
"20200611","경의선","공덕","3270","2980","20200614"
"20200611","경의선","효창공원앞","2763","3128","20200614"
"20200611","경의선","신촌","783","1060","20200614"
"20200611","경의선","서울역","4258","5258","20200614"
"20200611","경원선","소요산","3011","2499","20200614"
"20200611","경원선","동두천","2030","2349","20200614"
"20200611","경원선","보산","1421","1326","20200614"
"20200611","경원선","동두천중앙","3113","3002","20200614"
"20200611","경원선","지행","6185","6069","20200614"
"20200611","경원선","덕정","6029","5895","20200614"
"20200611","경원선","덕계","2436","2099","20200614"
"20200611","경원선","양주","7549","6904","20200614"
"20200611","경원선","녹양","4524","4288","20200614"
"20200611","경원선","가능","6309","6120","20200614"
"20200611","경원선","의정부","17018","17757","20200614"
"20200611","경원선","회룡","12003","11765","20200614"
"20200611","경원선","망월사","7402","7530","20200614"
"20200611","경원선","도봉산","7756","4776","20200614"
"20200611","경원선","도봉","5925","5661","20200614"
"20200611","경원선","방학","9220","9011","20200614"
"20200611","경원선","창동","1","0","20200614"
"20200611","경원선","녹천","4660","3878","20200614"
"20200611","경원선","월계","6113","5662","20200614"
"20200611","경원선","광운대","8212","7840","20200614"
"20200611","경원선","석계","8308","9684","20200614"
"20200611","경원선","신이문","8687","7833","20200614"
"20200611","경원선","외대앞","7235","6967","20200614"
"20200611","경원선","청량리(서울시립대입구)","12685","13802","20200614"
"20200611","경원선","왕십리(성동구청)","13189","14939","20200614"
"20200611","경원선","응봉","1759","1496","20200614"
"20200611","경원선","옥수","43","28","20200614"
"20200611","경원선","한남","4193","3864","20200614"
"20200611","경원선","서빙고","1755","1644","20200614"
"20200611","경원선","이촌(국립중앙박물관)","3665","2836","20200614"
"20200611","경부선","광명","2869","2450","20200614"
"20200611","경부선","서동탄","1588","1331","20200614"
"20200611","경부선","당정","6121","5845","20200614"
"20200611","경부선","천안","4467","4564","20200614"
"20200611","경부선","두정","4349","4223","20200614"
"20200611","경부선","직산","617","649","20200614"
"20200611","경부선","성환","3169","3177","20200614"
"20200611","경부선","평택","10170","10035","20200614"
"20200611","경부선","지제","2109","2012","20200614"
"20200611","경부선","서정리","6134","5882","20200614"
"20200611","경부선","송탄","3707","3464","20200614"
"20200611","경부선","진위","1416","1260","20200614"
"20200611","경부선","오산","8241","8132","20200614"
"20200611","경부선","오산대","2884","2676","20200614"
"20200611","경부선","세마","2422","2250","20200614"
"20200611","경부선","병점","12751","12547","20200614"
"20200611","경부선","세류","2936","2725","20200614"
"20200611","경부선","독산","16024","16848","20200614"
"20200611","경부선","수원","31687","33736","20200614"
"20200611","경부선","화서","7254","7055","20200614"
"20200611","경부선","성균관대","13250","13049","20200614"
"20200611","경부선","의왕","8587","8544","20200614"
"20200611","경부선","군포","7255","7092","20200614"
"20200611","경부선","금정","24951","25657","20200614"
"20200611","경부선","명학","9012","8954","20200614"
"20200611","경부선","안양","21148","21172","20200614"
"20200611","경부선","관악","7048","6519","20200614"
"20200611","경부선","석수","10120","8927","20200614"
"20200611","경부선","금천구청","11250","11114","20200614"
"20200611","경부선","가산디지털단지","18316","21124","20200614"
"20200611","경부선","구로","17350","17595","20200614"
"20200611","경부선","신길","9278","7787","20200614"
"20200611","경부선","신도림","4049","3930","20200614"
"20200611","경부선","영등포","35441","36801","20200614"
"20200611","경부선","대방","13156","13234","20200614"
"20200611","경부선","노량진","8457","8172","20200614"
"20200611","경부선","용산","29053","29668","20200614"
"20200611","경부선","남영","10189","10719","20200614"
"20200611","경부선","서울역","4146","1151","20200614"
"20200611","경강선","여주","2015","1871","20200614"
"20200611","경강선","세종대왕릉","246","243","20200614"
"20200611","경강선","부발","1482","1396","20200614"
"20200611","경강선","이천","2115","2283","20200614"
"20200611","경강선","신둔도예촌","1065","969","20200614"
"20200611","경강선","곤지암","2030","2045","20200614"
"20200611","경강선","초월","2686","2588","20200614"
"20200611","경강선","경기광주","6787","6349","20200614"
"20200611","경강선","삼동","2252","2040","20200614"
"20200611","경강선","이매","1083","935","20200614"
"20200611","경강선","판교","4337","4276","20200614"
"20200611","9호선2~3단계","중앙보훈병원","9705","8747","20200614"
"20200611","9호선2~3단계","둔촌오륜","1189","1009","20200614"
"20200611","9호선2~3단계","올림픽공원(한국체대)","5130","4978","20200614"
"20200611","9호선2~3단계","한성백제","2178","1954","20200614"
"20200611","9호선2~3단계","송파나루","4007","4311","20200614"
"20200611","9호선2~3단계","석촌","7242","6147","20200614"
"20200611","9호선2~3단계","석촌고분","5284","5192","20200614"
"20200611","9호선2~3단계","삼전","5996","5852","20200614"
"20200611","9호선2~3단계","종합운동장","4022","3856","20200614"
"20200611","9호선2~3단계","봉은사","15184","15361","20200614"
"20200611","9호선2~3단계","삼성중앙","6655","6871","20200614"
"20200611","9호선2~3단계","선정릉","9041","9863","20200614"
"20200611","9호선2~3단계","언주","9387","9429","20200614"
"20200611","9호선","신논현","29763","30616","20200614"
"20200611","9호선","사평","2923","2837","20200614"
"20200611","9호선","고속터미널","10875","13883","20200614"
"20200611","9호선","신반포","2694","2682","20200614"
"20200611","9호선","구반포","2645","2791","20200614"
"20200611","9호선","동작(현충원)","1657","1341","20200614"
"20200611","9호선","흑석(중앙대입구)","7397","7851","20200614"
"20200611","9호선","노들","4342","3756","20200614"
"20200611","9호선","노량진","26438","25611","20200614"
"20200611","9호선","샛강","5222","5701","20200614"
"20200611","9호선","여의도","23625","23350","20200614"
"20200611","9호선","국회의사당","16154","16779","20200614"
"20200611","9호선","당산","17797","17663","20200614"
"20200611","9호선","선유도","7547","7226","20200614"
"20200611","9호선","신목동","3896","3406","20200614"
"20200611","9호선","염창","16556","15787","20200614"
"20200611","9호선","등촌","9915","9807","20200614"
"20200611","9호선","증미","6739","6719","20200614"
"20200611","9호선","가양","19678","19053","20200614"
"20200611","9호선","양천향교","9064","9176","20200614"
"20200611","9호선","마곡나루(서울식물원)","9731","9833","20200614"
"20200611","9호선","신방화","6528","6353","20200614"
"20200611","9호선","공항시장","2751","3006","20200614"
"20200611","9호선","김포공항","6516","9044","20200614"
"20200611","9호선","개화","2417","1732","20200614"
"20200611","8호선","모란","3965","2991","20200614"
"20200611","8호선","수진","4696","4235","20200614"
"20200611","8호선","신흥","4154","4485","20200614"
"20200611","8호선","단대오거리","9884","9369","20200614"
"20200611","8호선","남한산성입구(성남법원.검찰청)","13689","12473","20200614"
"20200611","8호선","산성","5338","5280","20200614"
"20200611","8호선","복정","10129","8804","20200614"
"20200611","8호선","장지","16845","16192","20200614"
"20200611","8호선","문정","20779","21948","20200614"
"20200611","8호선","가락시장","7613","8550","20200614"
"20200611","8호선","송파","8833","8358","20200614"
"20200611","8호선","석촌","7124","8215","20200614"
"20200611","8호선","잠실(송파구청)","12293","14345","20200614"
"20200611","8호선","몽촌토성(평화의문)","5100","5404","20200614"
"20200611","8호선","강동구청","10181","10650","20200614"
"20200611","8호선","천호(풍납토성)","15807","18246","20200614"
"20200611","8호선","암사","18843","16375","20200614"
"20200611","7호선","부평구청","11249","8959","20200614"
"20200611","7호선","굴포천","8093","8411","20200614"
"20200611","7호선","삼산체육관","4442","3936","20200614"
"20200611","7호선","상동","11424","11852","20200614"
"20200611","7호선","부천시청","11423","11150","20200614"
"20200611","7호선","신중동","13480","13272","20200614"
"20200611","7호선","춘의","8970","8734","20200614"
"20200611","7호선","부천종합운동장","4267","3581","20200614"
"20200611","7호선","까치울","7125","6901","20200614"
"20200611","7호선","온수(성공회대입구)","10668","9881","20200614"
"20200611","7호선","천왕","9983","9296","20200614"
"20200611","7호선","광명사거리","22703","22188","20200614"
"20200611","7호선","철산","21520","22272","20200614"
"20200611","7호선","가산디지털단지","45904","46921","20200614"
"20200611","7호선","남구로","15425","16627","20200614"
"20200611","7호선","대림(구로구청)","7239","7200","20200614"
"20200611","7호선","신풍","10666","10081","20200614"
"20200611","7호선","보라매","9841","9895","20200614"
"20200611","7호선","신대방삼거리","16182","15379","20200614"
"20200611","7호선","장승배기","9817","9530","20200614"
"20200611","7호선","상도","10300","9757","20200614"
"20200611","7호선","숭실대입구(살피재)","12600","12565","20200614"
"20200611","7호선","남성","11234","10194","20200614"
"20200611","7호선","이수","15287","15185","20200614"
"20200611","7호선","내방","14081","14401","20200614"
"20200611","7호선","고속터미널","14136","12553","20200614"
"20200611","7호선","반포","6057","5873","20200614"
"20200611","7호선","논현","19944","21933","20200614"
"20200611","7호선","학동","23748","25628","20200614"
"20200611","7호선","강남구청","15838","17740","20200614"
"20200611","7호선","청담","19799","22698","20200614"
"20200611","7호선","뚝섬유원지","8734","8500","20200614"
"20200611","7호선","건대입구","11945","12562","20200614"
"20200611","7호선","어린이대공원(세종대)","10821","10763","20200614"
"20200611","7호선","군자(능동)","14078","11130","20200614"
"20200611","7호선","중곡","9553","8748","20200614"
"20200611","7호선","용마산(용마폭포공원)","5909","5564","20200614"
"20200611","7호선","사가정","15351","15382","20200614"
"20200611","7호선","면목","15243","14666","20200614"
"20200611","7호선","상봉(시외버스터미널)","16955","15846","20200614"
"20200611","7호선","중화","10872","10403","20200614"
"20200611","7호선","먹골","9890","9531","20200614"
"20200611","7호선","태릉입구","7930","7403","20200614"
"20200611","7호선","공릉(서울과학기술대)","11456","11384","20200614"
"20200611","7호선","하계","17597","16440","20200614"
"20200611","7호선","중계","14790","13235","20200614"
"20200611","7호선","노원","19057","20213","20200614"
"20200611","7호선","마들","11705","10983","20200614"
"20200611","7호선","수락산","12389","12296","20200614"
"20200611","7호선","도봉산","9097","10487","20200614"
"20200611","7호선","장암","2317","813","20200614"
"20200611","6호선","봉화산(서울의료원)","9150","8212","20200614"
"20200611","6호선","화랑대(서울여대입구)","11412","8665","20200614"
"20200611","6호선","태릉입구","5272","5920","20200614"
"20200611","6호선","석계","12315","12437","20200614"
"20200611","6호선","돌곶이","8710","8567","20200614"
"20200611","6호선","상월곡(한국과학기술연구원)","6100","5352","20200614"
"20200611","6호선","월곡(동덕여대)","11181","10907","20200614"
"20200611","6호선","고려대(종암)","7636","7426","20200614"
"20200611","6호선","안암(고대병원앞)","10231","10332","20200614"
"20200611","6호선","보문","7188","6540","20200614"
"20200611","6호선","창신","3577","2926","20200614"
"20200611","6호선","동묘앞","7554","7759","20200614"
"20200611","6호선","신당","7662","8311","20200614"
"20200611","6호선","청구","3669","3974","20200614"
"20200611","6호선","약수","3542","3496","20200614"
"20200611","6호선","버티고개","2163","2088","20200614"
"20200611","6호선","한강진","6863","8118","20200614"
"20200611","6호선","이태원","7561","7779","20200614"
"20200611","6호선","녹사평(용산구청)","4127","4046","20200614"
"20200611","6호선","삼각지","5424","4753","20200614"
"20200611","6호선","효창공원앞","6771","6022","20200614"
"20200611","6호선","공덕","17965","17750","20200614"
"20200611","6호선","대흥(서강대앞)","7751","7888","20200614"
"20200611","6호선","광흥창(서강)","8828","8499","20200614"
"20200611","6호선","상수","7564","8654","20200614"
"20200611","6호선","합정","12214","12188","20200614"
"20200611","6호선","망원","13071","14395","20200614"
"20200611","6호선","마포구청","13652","11951","20200614"
"20200611","6호선","월드컵경기장(성산)","4556","4985","20200614"
"20200611","6호선","디지털미디어시티","13109","14437","20200614"
"20200611","6호선","증산(명지대앞)","9880","9657","20200614"
"20200611","6호선","새절(신사)","12785","11868","20200614"
"20200611","6호선","구산","7217","5446","20200614"
"20200611","6호선","독바위","2727","2865","20200614"
"20200611","6호선","불광","4304","4457","20200614"
"20200611","6호선","역촌","3654","4154","20200614"
"20200611","6호선","응암","17091","16490","20200614"
"20200611","5호선","마천","5139","5221","20200614"
"20200611","5호선","거여","7570","7156","20200614"
"20200611","5호선","개롱","6307","6440","20200614"
"20200611","5호선","오금","3739","3728","20200614"
"20200611","5호선","방이","6932","7229","20200614"
"20200611","5호선","올림픽공원(한국체대)","3964","3462","20200614"
"20200611","5호선","둔촌동","8069","8090","20200614"
"20200611","5호선","상일동","19228","16176","20200614"
"20200611","5호선","고덕","8637","8580","20200614"
"20200611","5호선","명일","8202","8336","20200614"
"20200611","5호선","굽은다리(강동구민회관앞)","8882","8309","20200614"
"20200611","5호선","길동","7298","7459","20200614"
"20200611","5호선","강동","21188","18248","20200614"
"20200611","5호선","천호(풍납토성)","17206","18493","20200614"
"20200611","5호선","광나루(장신대)","13022","11837","20200614"
"20200611","5호선","아차산(어린이대공원후문)","14208","13610","20200614"
"20200611","5호선","군자(능동)","10533","11733","20200614"
"20200611","5호선","장한평","17913","17723","20200614"
"20200611","5호선","답십리","15891","14438","20200614"
"20200611","5호선","마장","5392","4975","20200614"
"20200611","5호선","왕십리(성동구청)","4367","4811","20200614"
"20200611","5호선","행당","8124","7123","20200614"
"20200611","5호선","신금호","6217","6251","20200614"
"20200611","5호선","청구","3991","3665","20200614"
"20200611","5호선","동대문역사문화공원(DDP)","2879","3292","20200614"
"20200611","5호선","을지로4가","5937","6154","20200614"
"20200611","5호선","종로3가","11661","11663","20200614"
"20200611","5호선","광화문(세종문화회관)","31404","33201","20200614"
"20200611","5호선","서대문","17972","18456","20200614"
"20200611","5호선","충정로(경기대입구)","5126","5189","20200614"
"20200611","5호선","애오개","7162","7178","20200614"
"20200611","5호선","공덕","13995","15289","20200614"
"20200611","5호선","마포","14016","14715","20200614"
"20200611","5호선","여의나루","9499","9564","20200614"
"20200611","5호선","여의도","25893","27906","20200614"
"20200611","5호선","신길","3669","3862","20200614"
"20200611","5호선","영등포시장","8472","8735","20200614"
"20200611","5호선","영등포구청","4065","4036","20200614"
"20200611","5호선","양평","7370","7207","20200614"
"20200611","5호선","오목교(목동운동장앞)","21467","23350","20200614"
"20200611","5호선","목동","16920","18519","20200614"
"20200611","5호선","신정(은행정)","13726","10492","20200614"
"20200611","5호선","까치산","28727","27174","20200614"
"20200611","5호선","화곡","28009","25702","20200614"
"20200611","5호선","우장산","14243","14001","20200614"
"20200611","5호선","발산","18751","19043","20200614"
"20200611","5호선","마곡","8478","8176","20200614"
"20200611","5호선","송정","6686","6219","20200614"
"20200611","5호선","김포공항","5804","5624","20200614"
"20200611","5호선","개화산","5076","4782","20200614"
"20200611","5호선","방화","6830","6377","20200614"
"20200611","4호선","남태령","1026","1009","20200614"
"20200611","4호선","사당","24011","20848","20200614"
"20200611","4호선","총신대입구(이수)","18871","20752","20200614"
"20200611","4호선","동작(현충원)","2538","2611","20200614"
"20200611","4호선","이촌(국립중앙박물관)","6468","7359","20200614"
"20200611","4호선","신용산","14759","15616","20200614"
"20200611","4호선","삼각지","4594","5206","20200614"
"20200611","4호선","숙대입구(갈월)","12887","12660","20200614"
"20200611","4호선","서울역","11391","15526","20200614"
"20200611","4호선","회현(남대문시장)","23438","24995","20200614"
"20200611","4호선","명동","17263","18165","20200614"
"20200611","4호선","충무로","27132","28073","20200614"
"20200611","4호선","동대문역사문화공원(DDP)","14807","14064","20200614"
"20200611","4호선","동대문","20935","21070","20200614"
"20200611","4호선","혜화","28589","29271","20200614"
"20200611","4호선","한성대입구(삼선교)","13377","14041","20200614"
"20200611","4호선","성신여대입구(돈암)","19280","18322","20200614"
"20200611","4호선","길음","20317","19055","20200614"
"20200611","4호선","미아사거리","27360","26596","20200614"
"20200611","4호선","미아(서울사이버대학)","15348","14492","20200614"
"20200611","4호선","수유(강북구청)","32743","32627","20200614"
"20200611","4호선","쌍문","29490","26192","20200614"
"20200611","4호선","창동","26457","27672","20200614"
"20200611","4호선","노원","20307","23003","20200614"
"20200611","4호선","상계","14655","13616","20200614"
"20200611","4호선","당고개","9160","8359","20200614"
"20200611","3호선","오금","6387","5642","20200614"
"20200611","3호선","경찰병원","7728","7725","20200614"
"20200611","3호선","가락시장","9379","9073","20200614"
"20200611","3호선","수서","16298","16526","20200614"
"20200611","3호선","일원","9588","9356","20200614"
"20200611","3호선","대청","9981","9011","20200614"
"20200611","3호선","학여울","2502","2670","20200614"
"20200611","3호선","대치","10356","10230","20200614"
"20200611","3호선","도곡","5398","5494","20200614"
"20200611","3호선","매봉","11822","11363","20200614"
"20200611","3호선","양재(서초구청)","38564","42196","20200614"
"20200611","3호선","남부터미널(예술의전당)","27996","28478","20200614"
"20200611","3호선","교대(법원.검찰청)","14684","9860","20200614"
"20200611","3호선","고속터미널","36946","35753","20200614"
"20200611","3호선","잠원","5796","5621","20200614"
"20200611","3호선","신사","28999","31534","20200614"
"20200611","3호선","압구정","29802","32373","20200614"
"20200611","3호선","옥수","9097","9430","20200614"
"20200611","3호선","금호","8068","7386","20200614"
"20200611","3호선","약수","12984","12708","20200614"
"20200611","3호선","동대입구","7302","7670","20200614"
"20200611","3호선","을지로3가","10592","11292","20200614"
"20200611","3호선","종로3가","9805","11558","20200614"
"20200611","3호선","안국","18988","19761","20200614"
"20200611","3호선","경복궁(정부서울청사)","18279","17987","20200614"
"20200611","3호선","독립문","6946","7284","20200614"
"20200611","3호선","무악재","3858","3884","20200614"
"20200611","3호선","홍제","17184","16157","20200614"
"20200611","3호선","녹번","13948","12391","20200614"
"20200611","3호선","불광","16144","17064","20200614"
"20200611","3호선","연신내","37817","35612","20200614"
"20200611","3호선","구파발","20939","19681","20200614"
"20200611","3호선","지축","3381","3182","20200614"
"20200611","2호선","용두(동대문구청)","2161","2287","20200614"
"20200611","2호선","신정네거리","9280","9620","20200614"
"20200611","2호선","양천구청","6595","6824","20200614"
"20200611","2호선","도림천","1267","1261","20200614"
"20200611","2호선","신설동","3075","3042","20200614"
"20200611","2호선","신답","1547","1759","20200614"
"20200611","2호선","용답","2491","2381","20200614"
"20200611","2호선","충정로(경기대입구)","10118","10795","20200614"
"20200611","2호선","아현","10018","9345","20200614"
"20200611","2호선","이대","11610","11919","20200614"
"20200611","2호선","신촌","30715","32226","20200614"
"20200611","2호선","홍대입구","45114","47941","20200614"
"20200611","2호선","합정","29332","30783","20200614"
"20200611","2호선","당산","19635","22617","20200614"
"20200611","2호선","영등포구청","22735","23158","20200614"
"20200611","2호선","문래","20903","21524","20200614"
"20200611","2호선","신도림","48089","47651","20200614"
"20200611","2호선","대림(구로구청)","24288","24533","20200614"
"20200611","2호선","구로디지털단지","60313","60569","20200614"
"20200611","2호선","신대방","26173","25096","20200614"
"20200611","2호선","신림","62950","59843","20200614"
"20200611","2호선","봉천","24464","22248","20200614"
"20200611","2호선","서울대입구(관악구청)","46956","45542","20200614"
"20200611","2호선","낙성대(강감찬)","26981","25850","20200614"
